nodename, config, paramname, arrayindex, value
CPR5014, Collector:par:001:b, SHAPER_MASK_LOW,0, 0xFF
CPR5014, Collector:par:001:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5014, Collector:par:001:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5014, Collector:par:001:b, TTD_TRG_TYPE,0, 0x11
CPR5014, Collector:par:001:b, CALIB_AMPL0_LOW,0, 0x00
CPR5014, Collector:par:001:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5014, Collector:par:001:b, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5014, Collector:par:001:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5014, Collector:par:001:b, CALIB_DELAY0_LOW,0, 0x00
CPR5014, Collector:par:001:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5014, Collector:par:001:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5014, Collector:par:001:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5014, Collector:par:001:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5015, Collector:par:001:a, SHAPER_MASK_LOW,0, 0xFF
CPR5015, Collector:par:001:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5015, Collector:par:001:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5015, Collector:par:001:a, TTD_TRG_TYPE,0, 0x11
CPR5015, Collector:par:001:a, CALIB_AMPL0_LOW,0, 0x00
CPR5015, Collector:par:001:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5015, Collector:par:001:a, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5015, Collector:par:001:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5015, Collector:par:001:a, CALIB_DELAY0_LOW,0, 0x00
CPR5015, Collector:par:001:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5015, Collector:par:001:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5015, Collector:par:001:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5015, Collector:par:001:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5015, Collector:par:001:b, SHAPER_MASK_LOW,0, 0xFF
CPR5015, Collector:par:001:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5015, Collector:par:001:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5015, Collector:par:001:b, TTD_TRG_TYPE,0, 0x11
CPR5015, Collector:par:001:b, CALIB_AMPL0_LOW,0, 0x00
CPR5015, Collector:par:001:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5015, Collector:par:001:b, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5015, Collector:par:001:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5015, Collector:par:001:b, CALIB_DELAY0_LOW,0, 0x00
CPR5015, Collector:par:001:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5015, Collector:par:001:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5015, Collector:par:001:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5015, Collector:par:001:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5016, Collector:par:001:a, SHAPER_MASK_LOW,0, 0xFF
CPR5016, Collector:par:001:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5016, Collector:par:001:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5016, Collector:par:001:a, TTD_TRG_TYPE,0, 0x11
CPR5016, Collector:par:001:a, CALIB_AMPL0_LOW,0, 0x00
CPR5016, Collector:par:001:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5016, Collector:par:001:a, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5016, Collector:par:001:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5016, Collector:par:001:a, CALIB_DELAY0_LOW,0, 0x00
CPR5016, Collector:par:001:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5016, Collector:par:001:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5016, Collector:par:001:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5016, Collector:par:001:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5016, Collector:par:001:b, SHAPER_MASK_LOW,0, 0xFF
CPR5016, Collector:par:001:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5016, Collector:par:001:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5016, Collector:par:001:b, TTD_TRG_TYPE,0, 0x11
CPR5016, Collector:par:001:b, CALIB_AMPL0_LOW,0, 0x00
CPR5016, Collector:par:001:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5016, Collector:par:001:b, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5016, Collector:par:001:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5016, Collector:par:001:b, CALIB_DELAY0_LOW,0, 0x00
CPR5016, Collector:par:001:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5016, Collector:par:001:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5016, Collector:par:001:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5016, Collector:par:001:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5017, Collector:par:001:a, SHAPER_MASK_LOW,0, 0xFF
CPR5017, Collector:par:001:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5017, Collector:par:001:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5017, Collector:par:001:a, TTD_TRG_TYPE,0, 0x11
CPR5017, Collector:par:001:a, CALIB_AMPL0_LOW,0, 0x00
CPR5017, Collector:par:001:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5017, Collector:par:001:a, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5017, Collector:par:001:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5017, Collector:par:001:a, CALIB_DELAY0_LOW,0, 0x00
CPR5017, Collector:par:001:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5017, Collector:par:001:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5017, Collector:par:001:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5017, Collector:par:001:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5017, Collector:par:001:b, SHAPER_MASK_LOW,0, 0xFF
CPR5017, Collector:par:001:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5017, Collector:par:001:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5017, Collector:par:001:b, TTD_TRG_TYPE,0, 0x11
CPR5017, Collector:par:001:b, CALIB_AMPL0_LOW,0, 0x00
CPR5017, Collector:par:001:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5017, Collector:par:001:b, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5017, Collector:par:001:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5017, Collector:par:001:b, CALIB_DELAY0_LOW,0, 0x00
CPR5017, Collector:par:001:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5017, Collector:par:001:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5017, Collector:par:001:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5017, Collector:par:001:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5018, Collector:par:001:a, SHAPER_MASK_LOW,0, 0xFF
CPR5018, Collector:par:001:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5018, Collector:par:001:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5018, Collector:par:001:a, TTD_TRG_TYPE,0, 0x11
CPR5018, Collector:par:001:a, CALIB_AMPL0_LOW,0, 0x00
CPR5018, Collector:par:001:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5018, Collector:par:001:a, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5018, Collector:par:001:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5018, Collector:par:001:a, CALIB_DELAY0_LOW,0, 0x00
CPR5018, Collector:par:001:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5018, Collector:par:001:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5018, Collector:par:001:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5018, Collector:par:001:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5018, Collector:par:001:b, SHAPER_MASK_LOW,0, 0xFF
CPR5018, Collector:par:001:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5018, Collector:par:001:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5018, Collector:par:001:b, TTD_TRG_TYPE,0, 0x11
CPR5018, Collector:par:001:b, CALIB_AMPL0_LOW,0, 0x00
CPR5018, Collector:par:001:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5018, Collector:par:001:b, CALIB_AMPL_STEP_LOW,0, 0x00
CPR5018, Collector:par:001:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5018, Collector:par:001:b, CALIB_DELAY0_LOW,0, 0x00
CPR5018, Collector:par:001:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5018, Collector:par:001:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5018, Collector:par:001:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5018, Collector:par:001:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR9001, Trigger:par:001:a, TEMP,0, 0x00
